experiment,region,year,evspsbl_10,evspsbl_90,evspsbl_50,evspsbl_corr
Historical,Minsk,1984,6.484,17.732,11.248,8.253
Historical,Minsk,1985,7.381,15.649,10.354,8.483
Historical,Minsk,1986,7.658,16.188,12.049,7.886
Historical,Minsk,1987,6.304,17.286,9.878,6.269
Historical,Minsk,1988,8.197,21.114,11.683,9.580
Historical,Minsk,1989,8.476,19.497,12.793,9.597
Historical,Minsk,1990,6.526,18.912,11.586,9.967
Historical,Minsk,1991,8.027,15.808,12.016,7.932
Historical,Minsk,1992,6.535,17.305,10.273,6.659
Historical,Minsk,1993,5.532,17.446,11.232,8.233
Historical,Minsk,1994,6.299,16.823,12.338,9.138
Historical,Minsk,1995,6.706,17.948,10.633,7.811
Historical,Minsk,1996,8.021,16.670,11.562,10.114
Historical,Minsk,1997,7.730,18.369,12.238,9.065
Historical,Minsk,1998,7.728,18.725,12.011,8.909
Historical,Minsk,1999,8.024,19.061,11.316,9.475
Historical,Minsk,2000,8.028,20.400,13.130,10.525
Historical,Minsk,2001,7.006,17.528,10.839,7.925
Historical,Minsk,2002,6.861,20.070,10.893,6.570
Historical,Minsk,2003,9.693,19.446,13.619,11.470
Historical,Minsk,2004,6.418,17.022,12.227,8.857
Historical,Minsk,2005,7.724,20.650,11.847,9.418
Historical,Minsk,2006,7.057,18.294,12.992,9.186
Historical,Minsk,2007,10.501,18.800,13.297,11.263
Historical,Minsk,2008,6.812,19.889,12.305,8.459
Historical,Minsk,2009,8.532,20.131,14.372,10.052
Historical,Minsk,2010,8.217,19.694,11.962,9.062
Historical,Minsk,2011,6.664,17.975,12.663,9.830
Historical,Minsk,2012,7.181,18.184,12.282,10.716
Historical,Minsk,2013,8.538,17.732,12.782,7.649
Historical,Minsk,2014,8.925,22.693,12.511,9.004
Historical,Mogilev,1900,5.948,19.932,8.893,7.937
Historical,Mogilev,1901,7.644,19.176,10.125,9.584
Historical,Mogilev,1902,5.842,17.907,9.870,7.914
Historical,Mogilev,1903,7.269,19.289,9.955,7.762
Historical,Mogilev,1904,5.930,18.349,10.988,8.091
Historical,Mogilev,1905,6.574,19.684,10.494,7.171
Historical,Mogilev,1906,4.608,16.161,9.562,6.405
Historical,Mogilev,1907,4.113,18.131,11.743,7.850
Historical,Mogilev,1908,6.328,16.430,10.364,8.156
Historical,Mogilev,1909,6.771,17.999,10.310,7.381
Historical,Mogilev,1910,7.889,16.624,10.369,8.969
Historical,Mogilev,1911,4.636,17.527,10.421,7.696
Historical,Mogilev,1912,6.265,16.942,10.279,5.699
Historical,Mogilev,1913,6.085,18.978,12.569,9.715
Historical,Mogilev,1914,5.952,20.072,10.128,9.888
Historical,Mogilev,1915,5.169,18.111,9.565,6.676
Historical,Mogilev,1916,6.208,17.876,11.323,8.455
Historical,Mogilev,1917,6.669,19.385,11.398,8.571
Historical,Mogilev,1918,7.371,15.623,11.712,7.992
